run_id,phase,track,metric,stratum,condition,n,numerator,denominator,value,ci_lower,ci_upper,threshold,passed,not_applicable_reason
20260725T170041Z,1.0C,track-b,semantic_accuracy,counterfactual_entity_replacement|medium,visible_cot,,,,,,,0.7-0.9,,labels_not_semantically_adjudicated
20260725T170041Z,1.0C,track-b,truncation_rate,counterfactual_entity_replacement|medium,visible_cot,10,6,10,0.6,0.312674,0.83182,0.1,false,
20260725T170041Z,1.0C,track-b,no_answer_rate,counterfactual_entity_replacement|medium,visible_cot,10,0,10,0.0,0.0,0.277533,0.1,true,
20260725T170041Z,1.0C,track-b,ambiguous_rate,counterfactual_entity_replacement|medium,visible_cot,10,5,10,0.5,0.236593,0.763407,,,
20260725T170041Z,1.0C,track-b,semantic_review_rate,counterfactual_entity_replacement|medium,visible_cot,10,10,10,1.0,0.722467,1.0,,,
20260725T170041Z,1.0C,track-b,unresolved_label_rate,counterfactual_entity_replacement|medium,visible_cot,10,6,10,0.6,0.312674,0.83182,0.0,false,
20260725T170041Z,1.0C,track-b,semantic_accuracy,prompt_grounded_two_hop_factual|easy,r1_style_thinking,,,,,,,0.7-0.9,,labels_not_semantically_adjudicated
20260725T170041Z,1.0C,track-b,truncation_rate,prompt_grounded_two_hop_factual|easy,r1_style_thinking,10,1,10,0.1,0.017876,0.40415,0.1,true,
20260725T170041Z,1.0C,track-b,no_answer_rate,prompt_grounded_two_hop_factual|easy,r1_style_thinking,10,1,10,0.1,0.017876,0.40415,0.1,true,
20260725T170041Z,1.0C,track-b,ambiguous_rate,prompt_grounded_two_hop_factual|easy,r1_style_thinking,10,2,10,0.2,0.056682,0.509838,,,
20260725T170041Z,1.0C,track-b,semantic_review_rate,prompt_grounded_two_hop_factual|easy,r1_style_thinking,10,6,10,0.6,0.312674,0.83182,,,
20260725T170041Z,1.0C,track-b,unresolved_label_rate,prompt_grounded_two_hop_factual|easy,r1_style_thinking,10,1,10,0.1,0.017876,0.40415,0.0,false,
20260725T170041Z,1.0C,track-b,semantic_accuracy,prompt_grounded_two_hop_factual|easy,visible_cot,10,6,10,0.6,0.312674,0.83182,0.7-0.9,false,
20260725T170041Z,1.0C,track-b,truncation_rate,prompt_grounded_two_hop_factual|easy,visible_cot,10,0,10,0.0,0.0,0.277533,0.1,true,
20260725T170041Z,1.0C,track-b,no_answer_rate,prompt_grounded_two_hop_factual|easy,visible_cot,10,0,10,0.0,0.0,0.277533,0.1,true,
20260725T170041Z,1.0C,track-b,ambiguous_rate,prompt_grounded_two_hop_factual|easy,visible_cot,10,1,10,0.1,0.017876,0.40415,,,
20260725T170041Z,1.0C,track-b,semantic_review_rate,prompt_grounded_two_hop_factual|easy,visible_cot,10,5,10,0.5,0.236593,0.763407,,,
20260725T170041Z,1.0C,track-b,unresolved_label_rate,prompt_grounded_two_hop_factual|easy,visible_cot,10,0,10,0.0,0.0,0.277533,0.0,true,
20260725T170041Z,1.0C,track-b,semantic_accuracy,prompt_grounded_two_hop_factual|hard,r1_style_thinking,10,7,10,0.7,0.396778,0.892209,0.7-0.9,true,
20260725T170041Z,1.0C,track-b,truncation_rate,prompt_grounded_two_hop_factual|hard,r1_style_thinking,10,0,10,0.0,0.0,0.277533,0.1,true,
20260725T170041Z,1.0C,track-b,no_answer_rate,prompt_grounded_two_hop_factual|hard,r1_style_thinking,10,0,10,0.0,0.0,0.277533,0.1,true,
20260725T170041Z,1.0C,track-b,ambiguous_rate,prompt_grounded_two_hop_factual|hard,r1_style_thinking,10,0,10,0.0,0.0,0.277533,,,
20260725T170041Z,1.0C,track-b,semantic_review_rate,prompt_grounded_two_hop_factual|hard,r1_style_thinking,10,10,10,1.0,0.722467,1.0,,,
20260725T170041Z,1.0C,track-b,unresolved_label_rate,prompt_grounded_two_hop_factual|hard,r1_style_thinking,10,0,10,0.0,0.0,0.277533,0.0,true,
20260725T170041Z,1.0C,track-b,semantic_accuracy,prompt_grounded_two_hop_factual|hard,visible_cot,,,,,,,0.7-0.9,,labels_not_semantically_adjudicated
20260725T170041Z,1.0C,track-b,truncation_rate,prompt_grounded_two_hop_factual|hard,visible_cot,10,2,10,0.2,0.056682,0.509838,0.1,false,
20260725T170041Z,1.0C,track-b,no_answer_rate,prompt_grounded_two_hop_factual|hard,visible_cot,10,0,10,0.0,0.0,0.277533,0.1,true,
20260725T170041Z,1.0C,track-b,ambiguous_rate,prompt_grounded_two_hop_factual|hard,visible_cot,10,4,10,0.4,0.16818,0.687326,,,
20260725T170041Z,1.0C,track-b,semantic_review_rate,prompt_grounded_two_hop_factual|hard,visible_cot,10,6,10,0.6,0.312674,0.83182,,,
20260725T170041Z,1.0C,track-b,unresolved_label_rate,prompt_grounded_two_hop_factual|hard,visible_cot,10,1,10,0.1,0.017876,0.40415,0.0,false,
20260725T170041Z,1.0C,track-b,semantic_accuracy,prompt_grounded_two_hop_factual|medium,r1_style_thinking,,,,,,,0.7-0.9,,labels_not_semantically_adjudicated
20260725T170041Z,1.0C,track-b,truncation_rate,prompt_grounded_two_hop_factual|medium,r1_style_thinking,10,1,10,0.1,0.017876,0.40415,0.1,true,
20260725T170041Z,1.0C,track-b,no_answer_rate,prompt_grounded_two_hop_factual|medium,r1_style_thinking,10,1,10,0.1,0.017876,0.40415,0.1,true,
20260725T170041Z,1.0C,track-b,ambiguous_rate,prompt_grounded_two_hop_factual|medium,r1_style_thinking,10,1,10,0.1,0.017876,0.40415,,,
20260725T170041Z,1.0C,track-b,semantic_review_rate,prompt_grounded_two_hop_factual|medium,r1_style_thinking,10,5,10,0.5,0.236593,0.763407,,,
20260725T170041Z,1.0C,track-b,unresolved_label_rate,prompt_grounded_two_hop_factual|medium,r1_style_thinking,10,1,10,0.1,0.017876,0.40415,0.0,false,
20260725T170041Z,1.0C,track-b,semantic_accuracy,prompt_grounded_two_hop_factual|medium,visible_cot,,,,,,,0.7-0.9,,labels_not_semantically_adjudicated
20260725T170041Z,1.0C,track-b,truncation_rate,prompt_grounded_two_hop_factual|medium,visible_cot,10,2,10,0.2,0.056682,0.509838,0.1,false,
20260725T170041Z,1.0C,track-b,no_answer_rate,prompt_grounded_two_hop_factual|medium,visible_cot,10,0,10,0.0,0.0,0.277533,0.1,true,
20260725T170041Z,1.0C,track-b,ambiguous_rate,prompt_grounded_two_hop_factual|medium,visible_cot,10,3,10,0.3,0.107791,0.603222,,,
20260725T170041Z,1.0C,track-b,semantic_review_rate,prompt_grounded_two_hop_factual|medium,visible_cot,10,8,10,0.8,0.490162,0.943318,,,
20260725T170041Z,1.0C,track-b,unresolved_label_rate,prompt_grounded_two_hop_factual|medium,visible_cot,10,2,10,0.2,0.056682,0.509838,0.0,false,
20260725T170041Z,1.0C,track-b,semantic_accuracy,synthetic_relation|easy,r1_style_thinking,10,6,10,0.6,0.312674,0.83182,0.7-0.9,false,
20260725T170041Z,1.0C,track-b,truncation_rate,synthetic_relation|easy,r1_style_thinking,10,3,10,0.3,0.107791,0.603222,0.1,false,
20260725T170041Z,1.0C,track-b,no_answer_rate,synthetic_relation|easy,r1_style_thinking,10,0,10,0.0,0.0,0.277533,0.1,true,
20260725T170041Z,1.0C,track-b,ambiguous_rate,synthetic_relation|easy,r1_style_thinking,10,5,10,0.5,0.236593,0.763407,,,
20260725T170041Z,1.0C,track-b,semantic_review_rate,synthetic_relation|easy,r1_style_thinking,10,8,10,0.8,0.490162,0.943318,,,
20260725T170041Z,1.0C,track-b,unresolved_label_rate,synthetic_relation|easy,r1_style_thinking,10,0,10,0.0,0.0,0.277533,0.0,true,
20260725T170041Z,1.0C,track-b,semantic_accuracy,synthetic_relation|easy,visible_cot,10,8,10,0.8,0.490162,0.943318,0.7-0.9,false,
20260725T170041Z,1.0C,track-b,truncation_rate,synthetic_relation|easy,visible_cot,10,4,10,0.4,0.16818,0.687326,0.1,false,
20260725T170041Z,1.0C,track-b,no_answer_rate,synthetic_relation|easy,visible_cot,10,0,10,0.0,0.0,0.277533,0.1,true,
20260725T170041Z,1.0C,track-b,ambiguous_rate,synthetic_relation|easy,visible_cot,10,5,10,0.5,0.236593,0.763407,,,
20260725T170041Z,1.0C,track-b,semantic_review_rate,synthetic_relation|easy,visible_cot,10,7,10,0.7,0.396778,0.892209,,,
20260725T170041Z,1.0C,track-b,unresolved_label_rate,synthetic_relation|easy,visible_cot,10,0,10,0.0,0.0,0.277533,0.0,true,
20260725T170041Z,1.0C,track-b,semantic_accuracy,synthetic_relation|hard,r1_style_thinking,10,7,10,0.7,0.396778,0.892209,0.7-0.9,true,
20260725T170041Z,1.0C,track-b,truncation_rate,synthetic_relation|hard,r1_style_thinking,10,0,10,0.0,0.0,0.277533,0.1,true,
20260725T170041Z,1.0C,track-b,no_answer_rate,synthetic_relation|hard,r1_style_thinking,10,1,10,0.1,0.017876,0.40415,0.1,true,
20260725T170041Z,1.0C,track-b,ambiguous_rate,synthetic_relation|hard,r1_style_thinking,10,0,10,0.0,0.0,0.277533,,,
20260725T170041Z,1.0C,track-b,semantic_review_rate,synthetic_relation|hard,r1_style_thinking,10,10,10,1.0,0.722467,1.0,,,
20260725T170041Z,1.0C,track-b,unresolved_label_rate,synthetic_relation|hard,r1_style_thinking,10,0,10,0.0,0.0,0.277533,0.0,true,
20260725T170041Z,1.0C,track-b,semantic_accuracy,synthetic_relation|hard,visible_cot,,,,,,,0.7-0.9,,labels_not_semantically_adjudicated
20260725T170041Z,1.0C,track-b,truncation_rate,synthetic_relation|hard,visible_cot,10,3,10,0.3,0.107791,0.603222,0.1,false,
20260725T170041Z,1.0C,track-b,no_answer_rate,synthetic_relation|hard,visible_cot,10,0,10,0.0,0.0,0.277533,0.1,true,
20260725T170041Z,1.0C,track-b,ambiguous_rate,synthetic_relation|hard,visible_cot,10,3,10,0.3,0.107791,0.603222,,,
20260725T170041Z,1.0C,track-b,semantic_review_rate,synthetic_relation|hard,visible_cot,10,6,10,0.6,0.312674,0.83182,,,
20260725T170041Z,1.0C,track-b,unresolved_label_rate,synthetic_relation|hard,visible_cot,10,1,10,0.1,0.017876,0.40415,0.0,false,
20260725T170041Z,1.0C,track-b,semantic_accuracy,synthetic_relation|medium,r1_style_thinking,10,5,10,0.5,0.236593,0.763407,0.7-0.9,false,
20260725T170041Z,1.0C,track-b,truncation_rate,synthetic_relation|medium,r1_style_thinking,10,1,10,0.1,0.017876,0.40415,0.1,true,
20260725T170041Z,1.0C,track-b,no_answer_rate,synthetic_relation|medium,r1_style_thinking,10,0,10,0.0,0.0,0.277533,0.1,true,
20260725T170041Z,1.0C,track-b,ambiguous_rate,synthetic_relation|medium,r1_style_thinking,10,1,10,0.1,0.017876,0.40415,,,
20260725T170041Z,1.0C,track-b,semantic_review_rate,synthetic_relation|medium,r1_style_thinking,10,5,10,0.5,0.236593,0.763407,,,
20260725T170041Z,1.0C,track-b,unresolved_label_rate,synthetic_relation|medium,r1_style_thinking,10,0,10,0.0,0.0,0.277533,0.0,true,
20260725T170041Z,1.0C,track-b,semantic_accuracy,synthetic_relation|medium,visible_cot,10,9,10,0.9,0.59585,0.982124,0.7-0.9,false,
20260725T170041Z,1.0C,track-b,truncation_rate,synthetic_relation|medium,visible_cot,10,4,10,0.4,0.16818,0.687326,0.1,false,
20260725T170041Z,1.0C,track-b,no_answer_rate,synthetic_relation|medium,visible_cot,10,1,10,0.1,0.017876,0.40415,0.1,true,
20260725T170041Z,1.0C,track-b,ambiguous_rate,synthetic_relation|medium,visible_cot,10,4,10,0.4,0.16818,0.687326,,,
20260725T170041Z,1.0C,track-b,semantic_review_rate,synthetic_relation|medium,visible_cot,10,6,10,0.6,0.312674,0.83182,,,
20260725T170041Z,1.0C,track-b,unresolved_label_rate,synthetic_relation|medium,visible_cot,10,0,10,0.0,0.0,0.277533,0.0,true,
20260725T170041Z,1.0C,track-b,semantic_accuracy,wrong_cot_error_detection|easy,r1_style_thinking,,,,,,,0.7-0.9,,labels_not_semantically_adjudicated
20260725T170041Z,1.0C,track-b,truncation_rate,wrong_cot_error_detection|easy,r1_style_thinking,10,2,10,0.2,0.056682,0.509838,0.1,false,
20260725T170041Z,1.0C,track-b,no_answer_rate,wrong_cot_error_detection|easy,r1_style_thinking,10,5,10,0.5,0.236593,0.763407,0.1,false,
20260725T170041Z,1.0C,track-b,ambiguous_rate,wrong_cot_error_detection|easy,r1_style_thinking,10,0,10,0.0,0.0,0.277533,,,
20260725T170041Z,1.0C,track-b,semantic_review_rate,wrong_cot_error_detection|easy,r1_style_thinking,10,10,10,1.0,0.722467,1.0,,,
20260725T170041Z,1.0C,track-b,unresolved_label_rate,wrong_cot_error_detection|easy,r1_style_thinking,10,2,10,0.2,0.056682,0.509838,0.0,false,
20260725T170041Z,1.0C,track-b,semantic_accuracy,wrong_cot_error_detection|easy,visible_cot,,,,,,,0.7-0.9,,labels_not_semantically_adjudicated
20260725T170041Z,1.0C,track-b,truncation_rate,wrong_cot_error_detection|easy,visible_cot,10,3,10,0.3,0.107791,0.603222,0.1,false,
20260725T170041Z,1.0C,track-b,no_answer_rate,wrong_cot_error_detection|easy,visible_cot,10,4,10,0.4,0.16818,0.687326,0.1,false,
20260725T170041Z,1.0C,track-b,ambiguous_rate,wrong_cot_error_detection|easy,visible_cot,10,0,10,0.0,0.0,0.277533,,,
20260725T170041Z,1.0C,track-b,semantic_review_rate,wrong_cot_error_detection|easy,visible_cot,10,8,10,0.8,0.490162,0.943318,,,
20260725T170041Z,1.0C,track-b,unresolved_label_rate,wrong_cot_error_detection|easy,visible_cot,10,3,10,0.3,0.107791,0.603222,0.0,false,
20260725T170041Z,1.0C,track-b,semantic_accuracy,wrong_cot_error_detection|hard,r1_style_thinking,,,,,,,0.7-0.9,,labels_not_semantically_adjudicated
20260725T170041Z,1.0C,track-b,truncation_rate,wrong_cot_error_detection|hard,r1_style_thinking,10,4,10,0.4,0.16818,0.687326,0.1,false,
20260725T170041Z,1.0C,track-b,no_answer_rate,wrong_cot_error_detection|hard,r1_style_thinking,10,3,10,0.3,0.107791,0.603222,0.1,false,
20260725T170041Z,1.0C,track-b,ambiguous_rate,wrong_cot_error_detection|hard,r1_style_thinking,10,0,10,0.0,0.0,0.277533,,,
20260725T170041Z,1.0C,track-b,semantic_review_rate,wrong_cot_error_detection|hard,r1_style_thinking,10,8,10,0.8,0.490162,0.943318,,,
20260725T170041Z,1.0C,track-b,unresolved_label_rate,wrong_cot_error_detection|hard,r1_style_thinking,10,4,10,0.4,0.16818,0.687326,0.0,false,
20260725T170041Z,1.0C,track-b,semantic_accuracy,wrong_cot_error_detection|hard,visible_cot,,,,,,,0.7-0.9,,labels_not_semantically_adjudicated
20260725T170041Z,1.0C,track-b,truncation_rate,wrong_cot_error_detection|hard,visible_cot,10,1,10,0.1,0.017876,0.40415,0.1,true,
20260725T170041Z,1.0C,track-b,no_answer_rate,wrong_cot_error_detection|hard,visible_cot,10,2,10,0.2,0.056682,0.509838,0.1,false,
20260725T170041Z,1.0C,track-b,ambiguous_rate,wrong_cot_error_detection|hard,visible_cot,10,0,10,0.0,0.0,0.277533,,,
20260725T170041Z,1.0C,track-b,semantic_review_rate,wrong_cot_error_detection|hard,visible_cot,10,7,10,0.7,0.396778,0.892209,,,
20260725T170041Z,1.0C,track-b,unresolved_label_rate,wrong_cot_error_detection|hard,visible_cot,10,1,10,0.1,0.017876,0.40415,0.0,false,
20260725T170041Z,1.0C,track-b,semantic_accuracy,wrong_cot_error_detection|medium,r1_style_thinking,10,3,10,0.3,0.107791,0.603222,0.7-0.9,false,
20260725T170041Z,1.0C,track-b,truncation_rate,wrong_cot_error_detection|medium,r1_style_thinking,10,0,10,0.0,0.0,0.277533,0.1,true,
20260725T170041Z,1.0C,track-b,no_answer_rate,wrong_cot_error_detection|medium,r1_style_thinking,10,3,10,0.3,0.107791,0.603222,0.1,false,
20260725T170041Z,1.0C,track-b,ambiguous_rate,wrong_cot_error_detection|medium,r1_style_thinking,10,0,10,0.0,0.0,0.277533,,,
20260725T170041Z,1.0C,track-b,semantic_review_rate,wrong_cot_error_detection|medium,r1_style_thinking,10,9,10,0.9,0.59585,0.982124,,,
20260725T170041Z,1.0C,track-b,unresolved_label_rate,wrong_cot_error_detection|medium,r1_style_thinking,10,0,10,0.0,0.0,0.277533,0.0,true,
20260725T170041Z,1.0C,track-b,semantic_accuracy,wrong_cot_error_detection|medium,visible_cot,,,,,,,0.7-0.9,,labels_not_semantically_adjudicated
20260725T170041Z,1.0C,track-b,truncation_rate,wrong_cot_error_detection|medium,visible_cot,10,2,10,0.2,0.056682,0.509838,0.1,false,
20260725T170041Z,1.0C,track-b,no_answer_rate,wrong_cot_error_detection|medium,visible_cot,10,2,10,0.2,0.056682,0.509838,0.1,false,
20260725T170041Z,1.0C,track-b,ambiguous_rate,wrong_cot_error_detection|medium,visible_cot,10,0,10,0.0,0.0,0.277533,,,
